Run_ID,Experiment,Replica,Tool_ID,Group,Subgroup,Position,Condition,TCond,Machined_length,Init_diameter,Final_diameter,CTime,R_measurement,ap,vc,f,Ra,Rz,Rsk,Rku,RSm,Rt,Fx,Fy,Fz,F
1_071_B3_26_i,1,2,71,3,9,i,26,0.0,12,89.4,87.8,na,3,0.8,390,0.1,0.61,2.31,-0.176,1.711,101.8,2.436,236.9,77.17,223.4,334.6406713
1_071_B3_26_i,1,2,71,3,9,i,26,0.0,12,89.4,87.8,na,4,0.8,390,0.1,0.569,2.251,-0.275,1.754,101.5,2.424,236.9,77.17,223.4,334.6406713
1_071_B3_26_i,1,2,71,3,9,i,26,0.0,12,89.4,87.8,na,5,0.8,390,0.1,0.592,2.384,-0.127,1.791,102.2,2.638,236.9,77.17,223.4,334.6406713
1_071_B3_26_i,1,2,71,3,9,i,26,0.0,12,89.4,87.8,na,6,0.8,390,0.1,0.579,2.361,-0.223,1.759,102.2,2.467,236.9,77.17,223.4,334.6406713
2_043_L1_4_a,2,1,43,1,na,a,4,0.0,12,87.1,86.6,na,1,0.25,350,0.13,1.05,4.504,0.959,2.728,132.5,4.864,80.23,61.8,28.33,105.1602672
2_043_L1_4_a,2,1,43,1,na,a,4,0.0,12,87.1,86.6,na,2,0.25,350,0.13,1.088,4.791,0.904,2.637,129.7,5.776,80.23,61.8,28.33,105.1602672
2_043_L1_4_a,2,1,43,1,na,a,4,0.0,12,87.1,86.6,na,3,0.25,350,0.13,1.056,4.451,0.984,2.741,130.9,4.696,80.23,61.8,28.33,105.1602672
2_043_L1_4_a,2,1,43,1,na,a,4,0.0,12,87.1,86.6,na,4,0.25,350,0.13,1.059,4.518,0.99,2.758,127.3,4.802,80.23,61.8,28.33,105.1602672
2_043_L1_4_a,2,1,43,1,na,a,4,0.0,12,87.1,86.6,na,5,0.25,350,0.13,1.062,4.578,1.025,2.838,128.3,4.814,80.23,61.8,28.33,105.1602672
2_043_L1_4_a,2,1,43,1,na,a,4,0.0,12,87.1,86.6,na,6,0.25,350,0.13,1.037,4.462,1.105,2.929,129.1,4.641,80.23,61.8,28.33,105.1602672
2_043_L1_2_b,2,1,43,1,na,b,2,0.0,12,87.1,86.6,na,1,0.25,350,0.09,0.441,2.136,0.985,3.052,91.4,2.537,63.37,52.39,27.34,86.64839641
2_043_L1_2_b,2,1,43,1,na,b,2,0.0,12,87.1,86.6,na,2,0.25,350,0.09,0.319,1.679,0.878,3.145,90.4,1.913,63.37,52.39,27.34,86.64839641
2_043_L1_2_b,2,1,43,1,na,b,2,0.0,12,87.1,86.6,na,3,0.25,350,0.09,0.377,1.905,0.893,3.053,93.8,2.05,63.37,52.39,27.34,86.64839641
2_043_L1_2_b,2,1,43,1,na,b,2,0.0,12,87.1,86.6,na,4,0.25,350,0.09,0.331,1.743,1.077,3.437,85.8,1.883,63.37,52.39,27.34,86.64839641
2_043_L1_2_b,2,1,43,1,na,b,2,0.0,12,87.1,86.6,na,5,0.25,350,0.09,0.333,1.782,1.156,3.574,88.3,1.852,63.37,52.39,27.34,86.64839641
2_043_L1_2_b,2,1,43,1,na,b,2,0.0,12,87.1,86.6,na,6,0.25,350,0.09,0.37,1.908,0.918,3.109,89.8,1.989,63.37,52.39,27.34,86.64839641
2_043_L1_3_c,2,1,43,1,na,c,3,0.0,12,87.1,86.6,na,1,0.25,350,0.11,0.647,3.27,0.817,2.95,109.9,3.422,70.71,56.16,26.94,94.23170008
2_043_L1_3_c,2,1,43,1,na,c,3,0.0,12,87.1,86.6,na,2,0.25,350,0.11,0.527,2.772,1.203,3.63,110.0,2.917,70.71,56.16,26.94,94.23170008
2_043_L1_3_c,2,1,43,1,na,c,3,0.0,12,87.1,86.6,na,3,0.25,350,0.11,0.506,2.765,1.301,3.952,110.8,2.863,70.71,56.16,26.94,94.23170008
2_043_L1_3_c,2,1,43,1,na,c,3,0.0,12,87.1,86.6,na,4,0.25,350,0.11,0.534,2.82,1.156,3.649,105.9,3.037,70.71,56.16,26.94,94.23170008
2_043_L1_3_c,2,1,43,1,na,c,3,0.0,12,87.1,86.6,na,5,0.25,350,0.11,0.504,2.738,1.261,3.86,109.7,2.915,70.71,56.16,26.94,94.23170008
2_043_L1_3_c,2,1,43,1,na,c,3,0.0,12,87.1,86.6,na,6,0.25,350,0.11,0.513,2.775,1.241,3.796,111.6,2.897,70.71,56.16,26.94,94.23170008
2_043_L1_4_d,2,2,43,1,na,d,4,0.0,12,87.1,86.6,na,1,0.25,350,0.13,0.902,3.866,0.782,2.486,131.5,4.026,79.98,61.15,26.48,104.1024174
2_043_L1_4_d,2,2,43,1,na,d,4,0.0,12,87.1,86.6,na,2,0.25,350,0.13,0.863,3.988,0.73,2.532,129.1,4.558,79.98,61.15,26.48,104.1024174
2_043_L1_4_d,2,2,43,1,na,d,4,0.0,12,87.1,86.6,na,3,0.25,350,0.13,0.972,3.928,0.843,2.476,133.8,4.071,79.98,61.15,26.48,104.1024174
2_043_L1_4_d,2,2,43,1,na,d,4,0.0,12,87.1,86.6,na,4,0.25,350,0.13,0.85,3.726,0.889,2.666,123.7,3.93,79.98,61.15,26.48,104.1024174
2_043_L1_4_d,2,2,43,1,na,d,4,0.0,12,87.1,86.6,na,5,0.25,350,0.13,0.85,3.745,0.845,2.626,132.8,3.847,79.98,61.15,26.48,104.1024174
2_043_L1_4_d,2,2,43,1,na,d,4,0.0,12,87.1,86.6,na,6,0.25,350,0.13,0.845,3.799,0.754,2.52,130.6,4.254,79.98,61.15,26.48,104.1024174
2_043_L1_1_e,2,1,43,1,na,e,1,0.0,12,87.1,86.6,na,1,0.25,350,0.07,0.236,1.083,0.447,2.035,70.5,1.148,51.5,45.96,25.9,73.72504052
2_043_L1_1_e,2,1,43,1,na,e,1,0.0,12,87.1,86.6,na,2,0.25,350,0.07,0.234,1.013,0.431,1.915,72.1,1.116,51.5,45.96,25.9,73.72504052
2_043_L1_1_e,2,1,43,1,na,e,1,0.0,12,87.1,86.6,na,3,0.25,350,0.07,0.236,1.02,0.47,1.938,70.9,1.176,51.5,45.96,25.9,73.72504052
2_043_L1_1_e,2,1,43,1,na,e,1,0.0,12,87.1,86.6,na,4,0.25,350,0.07,0.273,1.181,0.306,1.882,70.2,1.312,51.5,45.96,25.9,73.72504052
2_043_L1_1_e,2,1,43,1,na,e,1,0.0,12,87.1,86.6,na,5,0.25,350,0.07,0.238,1.002,0.472,1.881,70.2,1.099,51.5,45.96,25.9,73.72504052
2_043_L1_1_e,2,1,43,1,na,e,1,0.0,12,87.1,86.6,na,6,0.25,350,0.07,0.237,0.972,0.421,1.789,70.3,1.1,51.5,45.96,25.9,73.72504052
2_043_L1_2_f,2,2,43,1,na,f,2,0.0,12,87.1,86.6,na,1,0.25,350,0.09,0.38,1.739,0.522,2.16,81.9,1.912,63.52,49.88,25.1,84.57431525
2_043_L1_2_f,2,2,43,1,na,f,2,0.0,12,87.1,86.6,na,2,0.25,350,0.09,0.313,1.423,0.382,1.993,76.9,1.52,63.52,49.88,25.1,84.57431525
2_043_L1_2_f,2,2,43,1,na,f,2,0.0,12,87.1,86.6,na,3,0.25,350,0.09,0.312,1.398,0.265,1.931,78.6,1.503,63.52,49.88,25.1,84.57431525
2_043_L1_2_f,2,2,43,1,na,f,2,0.0,12,87.1,86.6,na,4,0.25,350,0.09,0.302,1.265,0.08,1.801,85.0,1.431,63.52,49.88,25.1,84.57431525
2_043_L1_2_f,2,2,43,1,na,f,2,0.0,12,87.1,86.6,na,5,0.25,350,0.09,0.32,1.34,0.169,1.794,76.6,1.478,63.52,49.88,25.1,84.57431525
2_043_L1_2_f,2,2,43,1,na,f,2,0.0,12,87.1,86.6,na,6,0.25,350,0.09,0.322,1.361,0.186,1.844,82.5,1.47,63.52,49.88,25.1,84.57431525
2_043_L1_1_g,2,2,43,1,na,g,1,0.0,12,87.1,86.6,na,1,0.25,350,0.07,0.143,0.778,0.521,2.543,31.4,0.931,55.29,44.64,24.17,75.0593272
2_043_L1_1_g,2,2,43,1,na,g,1,0.0,12,87.1,86.6,na,2,0.25,350,0.07,0.147,0.706,0.289,2.186,36.2,0.84,55.29,44.64,24.17,75.0593272
2_043_L1_1_g,2,2,43,1,na,g,1,0.0,12,87.1,86.6,na,3,0.25,350,0.07,0.142,0.74,0.073,2.368,32.3,0.89,55.29,44.64,24.17,75.0593272
2_043_L1_1_g,2,2,43,1,na,g,1,0.0,12,87.1,86.6,na,4,0.25,350,0.07,0.166,0.839,0.237,2.279,39.8,0.992,55.29,44.64,24.17,75.0593272
2_043_L1_1_g,2,2,43,1,na,g,1,0.0,12,87.1,86.6,na,5,0.25,350,0.07,0.159,0.831,0.271,2.33,35.3,0.902,55.29,44.64,24.17,75.0593272
2_043_L1_1_g,2,2,43,1,na,g,1,0.0,12,87.1,86.6,na,6,0.25,350,0.07,0.155,0.816,0.209,2.407,35.7,0.975,55.29,44.64,24.17,75.0593272
2_043_L1_3_h,2,2,43,1,na,h,3,0.0,12,87.1,86.6,na,1,0.25,350,0.11,0.325,1.653,0.92,3.038,60.9,1.733,74.77,54.71,24.75,95.89733834
2_043_L1_3_h,2,2,43,1,na,h,3,0.0,12,87.1,86.6,na,2,0.25,350,0.11,0.342,1.793,0.883,3.043,64.5,1.897,74.77,54.71,24.75,95.89733834
2_043_L1_3_h,2,2,43,1,na,h,3,0.0,12,87.1,86.6,na,3,0.25,350,0.11,0.311,1.653,0.971,3.207,53.0,1.744,74.77,54.71,24.75,95.89733834
2_043_L1_3_h,2,2,43,1,na,h,3,0.0,12,87.1,86.6,na,4,0.25,350,0.11,0.316,1.602,0.869,2.938,53.4,1.769,74.77,54.71,24.75,95.89733834
2_043_L1_3_h,2,2,43,1,na,h,3,0.0,12,87.1,86.6,na,5,0.25,350,0.11,0.32,1.666,1.056,3.373,59.1,1.75,74.77,54.71,24.75,95.89733834
2_043_L1_3_h,2,2,43,1,na,h,3,0.0,12,87.1,86.6,na,6,0.25,350,0.11,0.321,1.635,1.001,3.218,58.8,1.751,74.77,54.71,24.75,95.89733834
2_053_L1_8_a,2,1,53,2,na,a,8,0.0,12,86.6,85.6,na,1,0.5,350,0.13,1.675,6.855,0.587,2.171,131.5,8.003,168.0,86.76,79.87,205.2571911
2_053_L1_8_a,2,1,53,2,na,a,8,0.0,12,86.6,85.6,na,2,0.5,350,0.13,1.61,6.334,0.667,2.179,126.9,6.467,168.0,86.76,79.87,205.2571911
2_053_L1_8_a,2,1,53,2,na,a,8,0.0,12,86.6,85.6,na,3,0.5,350,0.13,1.577,6.228,0.725,2.252,128.5,6.422,168.0,86.76,79.87,205.2571911
2_053_L1_8_a,2,1,53,2,na,a,8,0.0,12,86.6,85.6,na,4,0.5,350,0.13,1.673,6.33,0.61,2.081,131.3,6.491,168.0,86.76,79.87,205.2571911
2_053_L1_8_a,2,1,53,2,na,a,8,0.0,12,86.6,85.6,na,5,0.5,350,0.13,1.591,6.405,0.771,2.353,128.2,6.593,168.0,86.76,79.87,205.2571911
2_053_L1_8_a,2,1,53,2,na,a,8,0.0,12,86.6,85.6,na,6,0.5,350,0.13,1.66,6.587,0.662,2.214,129.5,6.928,168.0,86.76,79.87,205.2571911
2_053_L1_7_b,2,1,53,2,na,b,7,0.0,12,86.6,85.6,na,1,0.5,350,0.11,1.086,4.53,0.747,2.389,110.4,4.869,148.5,75.7,74.01,182.3738471
2_053_L1_7_b,2,1,53,2,na,b,7,0.0,12,86.6,85.6,na,2,0.5,350,0.11,1.09,4.644,0.833,2.567,109.2,4.745,148.5,75.7,74.01,182.3738471
2_053_L1_7_b,2,1,53,2,na,b,7,0.0,12,86.6,85.6,na,3,0.5,350,0.11,1.12,4.862,0.74,2.436,111.1,5.298,148.5,75.7,74.01,182.3738471
2_053_L1_7_b,2,1,53,2,na,b,7,0.0,12,86.6,85.6,na,4,0.5,350,0.11,1.101,4.743,0.782,2.486,110.5,5.346,148.5,75.7,74.01,182.3738471
2_053_L1_7_b,2,1,53,2,na,b,7,0.0,12,86.6,85.6,na,5,0.5,350,0.11,1.108,4.637,0.743,2.421,110.1,4.761,148.5,75.7,74.01,182.3738471
2_053_L1_7_b,2,1,53,2,na,b,7,0.0,12,86.6,85.6,na,6,0.5,350,0.11,1.124,4.826,0.709,2.396,111.8,5.051,148.5,75.7,74.01,182.3738471
2_053_L1_6_c,2,1,53,2,na,c,6,0.0,12,86.6,85.6,na,1,0.5,350,0.09,0.954,3.805,0.651,2.164,90.5,4.047,125.1,65.95,67.73,156.8016754
2_053_L1_6_c,2,1,53,2,na,c,6,0.0,12,86.6,85.6,na,2,0.5,350,0.09,0.844,3.404,0.622,2.167,90.2,3.76,125.1,65.95,67.73,156.8016754
2_053_L1_6_c,2,1,53,2,na,c,6,0.0,12,86.6,85.6,na,3,0.5,350,0.09,0.793,3.407,0.817,2.511,89.3,3.618,125.1,65.95,67.73,156.8016754
2_053_L1_6_c,2,1,53,2,na,c,6,0.0,12,86.6,85.6,na,4,0.5,350,0.09,0.793,3.293,0.726,2.316,90.2,3.539,125.1,65.95,67.73,156.8016754
2_053_L1_6_c,2,1,53,2,na,c,6,0.0,12,86.6,85.6,na,5,0.5,350,0.09,0.76,3.258,0.802,2.489,91.8,3.487,125.1,65.95,67.73,156.8016754
2_053_L1_6_c,2,1,53,2,na,c,6,0.0,12,86.6,85.6,na,6,0.5,350,0.09,0.937,3.715,0.638,2.147,90.2,3.837,125.1,65.95,67.73,156.8016754
2_053_L1_7_d,2,2,53,2,na,d,7,0.0,12,86.6,85.6,na,1,0.5,350,0.11,0.987,4.009,0.604,2.149,108.7,4.161,153.3,74.33,73.5,185.5480771
2_053_L1_7_d,2,2,53,2,na,d,7,0.0,12,86.6,85.6,na,2,0.5,350,0.11,0.965,4.063,0.628,2.211,110.3,4.837,153.3,74.33,73.5,185.5480771
2_053_L1_7_d,2,2,53,2,na,d,7,0.0,12,86.6,85.6,na,3,0.5,350,0.11,1.232,4.75,0.538,2.015,109.1,4.912,153.3,74.33,73.5,185.5480771
2_053_L1_7_d,2,2,53,2,na,d,7,0.0,12,86.6,85.6,na,4,0.5,350,0.11,1.206,4.78,0.445,1.968,108.1,5.579,153.3,74.33,73.5,185.5480771
2_053_L1_7_d,2,2,53,2,na,d,7,0.0,12,86.6,85.6,na,5,0.5,350,0.11,1.035,4.165,0.552,2.092,109.8,4.45,153.3,74.33,73.5,185.5480771
2_053_L1_7_d,2,2,53,2,na,d,7,0.0,12,86.6,85.6,na,6,0.5,350,0.11,1.114,4.488,0.487,2.056,107.3,4.755,153.3,74.33,73.5,185.5480771
2_053_L1_5_e,2,1,53,2,na,e,5,0.0,12,86.6,85.6,na,1,0.5,350,0.07,0.486,2.168,0.638,2.311,69.4,2.307,104.3,55.74,60.61,132.8872067
2_053_L1_5_e,2,1,53,2,na,e,5,0.0,12,86.6,85.6,na,2,0.5,350,0.07,0.435,1.866,0.485,2.046,71.0,2.052,104.3,55.74,60.61,132.8872067
2_053_L1_5_e,2,1,53,2,na,e,5,0.0,12,86.6,85.6,na,3,0.5,350,0.07,0.463,2.094,0.478,2.153,71.0,2.29,104.3,55.74,60.61,132.8872067
2_053_L1_5_e,2,1,53,2,na,e,5,0.0,12,86.6,85.6,na,4,0.5,350,0.07,0.464,2.021,0.459,2.021,70.9,2.204,104.3,55.74,60.61,132.8872067
2_053_L1_5_e,2,1,53,2,na,e,5,0.0,12,86.6,85.6,na,5,0.5,350,0.07,0.463,2.082,0.56,2.218,70.9,2.182,104.3,55.74,60.61,132.8872067
2_053_L1_5_e,2,1,53,2,na,e,5,0.0,12,86.6,85.6,na,6,0.5,350,0.07,0.456,2.063,0.517,2.132,71.1,2.184,104.3,55.74,60.61,132.8872067
2_053_L1_6_f,2,2,53,2,na,f,6,0.0,12,86.6,85.6,na,1,0.5,350,0.09,0.62,2.664,0.45,2.028,89.6,2.814,128.2,64.97,65.88,158.102863
2_053_L1_6_f,2,2,53,2,na,f,6,0.0,12,86.6,85.6,na,2,0.5,350,0.09,0.62,2.656,0.505,2.08,90.3,2.758,128.2,64.97,65.88,158.102863
2_053_L1_6_f,2,2,53,2,na,f,6,0.0,12,86.6,85.6,na,3,0.5,350,0.09,0.612,2.579,0.469,2.022,91.4,2.682,128.2,64.97,65.88,158.102863
2_053_L1_6_f,2,2,53,2,na,f,6,0.0,12,86.6,85.6,na,4,0.5,350,0.09,0.693,2.739,0.43,1.877,91.1,2.969,128.2,64.97,65.88,158.102863
2_053_L1_6_f,2,2,53,2,na,f,6,0.0,12,86.6,85.6,na,5,0.5,350,0.09,0.613,2.637,0.472,2.056,90.2,2.936,128.2,64.97,65.88,158.102863
2_053_L1_6_f,2,2,53,2,na,f,6,0.0,12,86.6,85.6,na,6,0.5,350,0.09,0.609,2.648,0.464,2.053,89.7,2.803,128.2,64.97,65.88,158.102863
2_053_L1_8_g,2,2,53,2,na,g,8,0.0,12,86.6,85.6,na,1,0.5,350,0.13,1.03,4.369,0.565,2.321,131.3,4.596,174.1,84.62,76.44,208.1211859
2_053_L1_8_g,2,2,53,2,na,g,8,0.0,12,86.6,85.6,na,2,0.5,350,0.13,1.026,4.426,0.672,2.455,131.2,4.735,174.1,84.62,76.44,208.1211859
2_053_L1_8_g,2,2,53,2,na,g,8,0.0,12,86.6,85.6,na,3,0.5,350,0.13,1.026,4.426,0.672,2.455,131.2,4.735,174.1,84.62,76.44,208.1211859
2_053_L1_8_g,2,2,53,2,na,g,8,0.0,12,86.6,85.6,na,4,0.5,350,0.13,1.062,4.492,0.485,2.237,129.0,5.144,174.1,84.62,76.44,208.1211859
2_053_L1_8_g,2,2,53,2,na,g,8,0.0,12,86.6,85.6,na,5,0.5,350,0.13,1.005,4.551,0.717,2.566,131.4,5.318,174.1,84.62,76.44,208.1211859
2_053_L1_8_g,2,2,53,2,na,g,8,0.0,12,86.6,85.6,na,6,0.5,350,0.13,0.996,4.47,0.475,2.323,129.1,5.344,174.1,84.62,76.44,208.1211859
2_053_L1_5_h,2,2,53,2,na,h,5,0.0,12,86.6,85.6,na,1,0.5,350,0.07,0.358,1.593,0.373,2.038,68.6,1.975,111.5,55.01,62.36,139.093924
2_053_L1_5_h,2,2,53,2,na,h,5,0.0,12,86.6,85.6,na,2,0.5,350,0.07,0.349,1.485,0.311,1.866,70.6,1.629,111.5,55.01,62.36,139.093924
2_053_L1_5_h,2,2,53,2,na,h,5,0.0,12,86.6,85.6,na,3,0.5,350,0.07,0.351,1.505,0.188,1.879,71.0,1.794,111.5,55.01,62.36,139.093924
2_053_L1_5_h,2,2,53,2,na,h,5,0.0,12,86.6,85.6,na,4,0.5,350,0.07,0.347,1.433,0.343,1.826,71.0,1.551,111.5,55.01,62.36,139.093924
2_053_L1_5_h,2,2,53,2,na,h,5,0.0,12,86.6,85.6,na,5,0.5,350,0.07,0.327,1.497,0.248,2.02,72.2,1.706,111.5,55.01,62.36,139.093924
2_053_L1_5_h,2,2,53,2,na,h,5,0.0,12,86.6,85.6,na,6,0.5,350,0.07,0.346,1.403,0.242,1.775,71.1,1.49,111.5,55.01,62.36,139.093924
2_033_L3_11_a,2,1,33,3,na,a,11,0.1,12,85.6,85.1,na,1,0.25,350,0.11,0.421,2.4,0.374,3.165,108.9,2.582,105.6,117.5,51.42,166.1373721
2_033_L3_11_a,2,1,33,3,na,a,11,0.1,12,85.6,85.1,na,2,0.25,350,0.11,0.431,2.514,0.533,3.361,106.0,2.706,105.6,117.5,51.42,166.1373721
2_033_L3_11_a,2,1,33,3,na,a,11,0.1,12,85.6,85.1,na,3,0.25,350,0.11,0.439,2.745,0.981,4.212,101.4,3.596,105.6,117.5,51.42,166.1373721
2_033_L3_11_a,2,1,33,3,na,a,11,0.1,12,85.6,85.1,na,4,0.25,350,0.11,0.396,2.257,0.21,2.901,84.4,2.659,105.6,117.5,51.42,166.1373721
2_033_L3_11_a,2,1,33,3,na,a,11,0.1,12,85.6,85.1,na,5,0.25,350,0.11,0.44,2.497,0.425,3.145,97.0,2.95,105.6,117.5,51.42,166.1373721
2_033_L3_11_a,2,1,33,3,na,a,11,0.1,12,85.6,85.1,na,6,0.25,350,0.11,0.452,2.58,0.278,2.989,116.6,2.865,105.6,117.5,51.42,166.1373721
2_033_L3_11_b,2,2,33,3,na,b,11,0.1,12,85.6,85.1,na,1,0.25,350,0.11,0.428,2.023,0.143,2.165,52.1,2.211,106.8,114.0,52.58,164.8238344
2_033_L3_11_b,2,2,33,3,na,b,11,0.1,12,85.6,85.1,na,2,0.25,350,0.11,0.443,2.268,0.313,2.408,53.9,2.573,106.8,114.0,52.58,164.8238344
2_033_L3_11_b,2,2,33,3,na,b,11,0.1,12,85.6,85.1,na,3,0.25,350,0.11,0.431,2.04,0.194,2.244,53.3,2.268,106.8,114.0,52.58,164.8238344
2_033_L3_11_b,2,2,33,3,na,b,11,0.1,12,85.6,85.1,na,4,0.25,350,0.11,0.422,2.192,0.255,2.484,53.1,2.534,106.8,114.0,52.58,164.8238344
2_033_L3_11_b,2,2,33,3,na,b,11,0.1,12,85.6,85.1,na,5,0.25,350,0.11,0.473,2.307,0.419,2.467,59.4,2.414,106.8,114.0,52.58,164.8238344
2_033_L3_11_b,2,2,33,3,na,b,11,0.1,12,85.6,85.1,na,6,0.25,350,0.11,0.427,2.204,0.448,2.523,52.8,2.573,106.8,114.0,52.58,164.8238344
2_033_L3_9_c,2,1,33,3,na,c,9,0.1,12,85.6,85.1,na,1,0.25,350,0.07,0.535,2.101,0.302,1.793,69.1,2.175,74.01,81.01,39.07,116.4755987
2_033_L3_9_c,2,1,33,3,na,c,9,0.1,12,85.6,85.1,na,2,0.25,350,0.07,0.556,2.228,0.212,1.785,69.8,2.456,74.01,81.01,39.07,116.4755987
2_033_L3_9_c,2,1,33,3,na,c,9,0.1,12,85.6,85.1,na,3,0.25,350,0.07,0.54,2.165,0.247,1.801,69.4,2.545,74.01,81.01,39.07,116.4755987
2_033_L3_9_c,2,1,33,3,na,c,9,0.1,12,85.6,85.1,na,4,0.25,350,0.07,0.444,2.002,0.157,1.926,69.7,2.248,74.01,81.01,39.07,116.4755987
2_033_L3_9_c,2,1,33,3,na,c,9,0.1,12,85.6,85.1,na,5,0.25,350,0.07,0.455,1.807,0.32,1.822,71.0,1.947,74.01,81.01,39.07,116.4755987
2_033_L3_9_c,2,1,33,3,na,c,9,0.1,12,85.6,85.1,na,6,0.25,350,0.07,0.421,1.795,0.228,1.877,69.6,2.046,74.01,81.01,39.07,116.4755987
2_033_L3_12_d,2,1,33,3,na,d,12,0.1,12,85.6,85.1,na,1,0.25,350,0.13,0.599,2.276,0.158,1.659,62.3,2.426,117.9,107.7,48.52,166.8948483
2_033_L3_12_d,2,1,33,3,na,d,12,0.1,12,85.6,85.1,na,2,0.25,350,0.13,0.668,2.599,0.259,1.741,64.3,2.804,117.9,107.7,48.52,166.8948483
2_033_L3_12_d,2,1,33,3,na,d,12,0.1,12,85.6,85.1,na,3,0.25,350,0.13,0.62,2.915,0.456,2.29,59.2,3.017,117.9,107.7,48.52,166.8948483
2_033_L3_12_d,2,1,33,3,na,d,12,0.1,12,85.6,85.1,na,4,0.25,350,0.13,0.631,2.923,0.31,2.141,59.7,3.125,117.9,107.7,48.52,166.8948483
2_033_L3_12_d,2,1,33,3,na,d,12,0.1,12,85.6,85.1,na,5,0.25,350,0.13,0.516,2.717,0.396,2.696,58.0,2.817,117.9,107.7,48.52,166.8948483
2_033_L3_12_d,2,1,33,3,na,d,12,0.1,12,85.6,85.1,na,6,0.25,350,0.13,0.655,2.902,0.347,2.07,61.9,2.996,117.9,107.7,48.52,166.8948483
2_033_L3_12_e,2,2,33,3,na,e,12,0.1,12,85.6,85.1,na,1,0.25,350,0.13,0.624,2.808,0.477,2.273,65.9,2.969,115.9,106.1,47.52,164.158979
2_033_L3_12_e,2,2,33,3,na,e,12,0.1,12,85.6,85.1,na,2,0.25,350,0.13,0.571,2.524,0.486,2.126,69.4,2.784,115.9,106.1,47.52,164.158979
2_033_L3_12_e,2,2,33,3,na,e,12,0.1,12,85.6,85.1,na,3,0.25,350,0.13,0.579,2.488,0.303,1.917,64.9,2.779,115.9,106.1,47.52,164.158979
2_033_L3_12_e,2,2,33,3,na,e,12,0.1,12,85.6,85.1,na,4,0.25,350,0.13,0.58,2.507,0.425,2.046,66.7,2.67,115.9,106.1,47.52,164.158979
2_033_L3_12_e,2,2,33,3,na,e,12,0.1,12,85.6,85.1,na,5,0.25,350,0.13,0.58,2.64,0.353,2.096,65.4,2.84,115.9,106.1,47.52,164.158979
2_033_L3_12_e,2,2,33,3,na,e,12,0.1,12,85.6,85.1,na,6,0.25,350,0.13,0.589,2.613,0.271,2.017,55.0,3.131,115.9,106.1,47.52,164.158979
2_033_L3_10_f,2,1,33,3,na,f,10,0.1,12,85.6,85.1,na,1,0.25,350,0.09,0.384,1.704,0.115,1.965,47.9,1.892,84.33,83.26,39.29,124.8498322
2_033_L3_10_f,2,1,33,3,na,f,10,0.1,12,85.6,85.1,na,2,0.25,350,0.09,0.397,1.736,0.088,1.942,49.8,1.877,84.33,83.26,39.29,124.8498322
2_033_L3_10_f,2,1,33,3,na,f,10,0.1,12,85.6,85.1,na,3,0.25,350,0.09,0.402,1.752,0.102,1.983,54.0,2.014,84.33,83.26,39.29,124.8498322
2_033_L3_10_f,2,1,33,3,na,f,10,0.1,12,85.6,85.1,na,4,0.25,350,0.09,0.471,1.935,0.397,1.945,35.9,2.083,84.33,83.26,39.29,124.8498322
2_033_L3_10_f,2,1,33,3,na,f,10,0.1,12,85.6,85.1,na,5,0.25,350,0.09,0.407,1.821,0.067,2.001,53.1,2.084,84.33,83.26,39.29,124.8498322
2_033_L3_10_f,2,1,33,3,na,f,10,0.1,12,85.6,85.1,na,6,0.25,350,0.09,0.394,1.636,0.115,1.908,63.1,1.805,84.33,83.26,39.29,124.8498322
2_033_L3_9_g,2,2,33,3,na,g,9,0.1,12,85.6,85.1,na,1,0.25,350,0.07,0.472,1.909,0.42,1.918,36.6,2.001,70.45,72.78,38.13,108.2313624
2_033_L3_9_g,2,2,33,3,na,g,9,0.1,12,85.6,85.1,na,2,0.25,350,0.07,0.476,2.05,0.311,1.963,39.0,2.375,70.45,72.78,38.13,108.2313624
2_033_L3_9_g,2,2,33,3,na,g,9,0.1,12,85.6,85.1,na,3,0.25,350,0.07,0.466,2.018,0.453,2.065,37.3,2.239,70.45,72.78,38.13,108.2313624
2_033_L3_9_g,2,2,33,3,na,g,9,0.1,12,85.6,85.1,na,4,0.25,350,0.07,0.475,1.951,0.422,1.978,36.4,2.187,70.45,72.78,38.13,108.2313624
2_033_L3_9_g,2,2,33,3,na,g,9,0.1,12,85.6,85.1,na,5,0.25,350,0.07,0.479,1.962,0.317,1.911,36.1,2.096,70.45,72.78,38.13,108.2313624
2_033_L3_9_g,2,2,33,3,na,g,9,0.1,12,85.6,85.1,na,6,0.25,350,0.07,0.476,1.991,0.355,1.958,38.2,2.093,70.45,72.78,38.13,108.2313624
2_033_L3_10_h,2,2,33,3,na,h,10,0.1,12,85.6,85.1,na,1,0.25,350,0.09,0.445,1.996,0.012,1.948,48.2,2.068,84.6,81.94,39.65,124.2716625
2_033_L3_10_h,2,2,33,3,na,h,10,0.1,12,85.6,85.1,na,2,0.25,350,0.09,0.444,2.041,0.005,1.987,56.0,2.23,84.6,81.94,39.65,124.2716625
2_033_L3_10_h,2,2,33,3,na,h,10,0.1,12,85.6,85.1,na,3,0.25,350,0.09,0.465,2.052,0.064,1.927,53.3,2.242,84.6,81.94,39.65,124.2716625
2_033_L3_10_h,2,2,33,3,na,h,10,0.1,12,85.6,85.1,na,4,0.25,350,0.09,0.467,2.137,0.082,1.971,51.2,2.25,84.6,81.94,39.65,124.2716625
